university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
University of Essex,Biochemistry,BSc,92849.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/bsc-biochemistry
University of Würzburg,Biochemistry,MSc,,2.0,292,"Würzburg, Germany",https://www.study.eu/university/university-of-wurzburg/biochemistry-molecular-life-sciences-molecular-oncology
University of Bonn,Biochemistry,MSc,,2.0,N/A,"Bonn, Germany",https://www.study.eu/university/university-of-bonn/biochemistry-20754
University of Trás-os-Montes and Alto Douro,Biochemistry,Bachelor,,3.0,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-biochemistry
Cardiff University,Biochemistry,BSc (Hons),83844.0,3.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biochemistry-0505175e-7199-4ba9-a1a4-41122b2efafc
University of Essex,Biochemistry,MSc,30082.0,1.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/msc-biochemistry-29086
Ruhr University Bochum,Biochemistry,MSc,,,382,"Bochum, Germany",https://www.study.eu/university/ruhr-university-bochum/biochemistry-10878
University of Manchester,Biochemistry,MSc,29348.0,1.0,47,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/biochemistry-5372
University of Bristol,Biochemistry,MSc,,1.0,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/biochemistry-5371
University of Essex,Biochemistry,PhD,90247.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/phd-biochemistry-29257
University of Westminster,Biochemistry,BSc (Hons),70437.0,3.0,1060,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/bsc-hons-biochemistry-30177
University of Trás-os-Montes and Alto Douro,Biochemistry,Master,,,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-biochemistry-c30d6503-1034-4467-9908-b5f723bc179c
University of Pardubice,Biochemistry,PhD,,4.0,2102,"Pardubice, Czech Republic",https://www.study.eu/university/university-of-pardubice/phd-biochemistry
Cardiff University,Biochemistry,M (UG),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biochemistry-49780507-0086-45f3-8932-4035c16bca29
Friedrich Schiller University Jena,Biochemistry,MSc,,2.0,289,"Jena, Germany",https://www.study.eu/university/friedrich-schiller-university-jena/master-of-science-biochemistry
University of Zurich,Biochemistry,MSc,,,81,"Zurich, Switzerland",https://www.study.eu/university/university-of-zurich/biochemistry-e64fac54-fe2a-47b1-aead-054ffb3d80c6
University of Galway,Biochemistry,PhD,,,565,"Galway, Ireland",https://www.study.eu/university/university-of-galway/biochemistry-9a91f87f-bc20-43a2-bce4-77668a335b93
University College Cork (UCC),Biochemistry,BSc (Hons),,4.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/biochemistry-83117bb2-4105-4814-b6ff-75d95c5f76a2
University of Geneva,Biochemistry,Master,,,N/A,"Geneva, Switzerland",https://www.study.eu/university/university-of-geneva/biochemistry-23c0d429-2418-42b1-aa9d-9275be31bd3a
University of Copenhagen (KU),Biochemistry,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/biochemistry-3053
King's College London,Biochemistry,BSc (Hons),,4.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/biochemistry-62cd9b68-b530-4f54-a7a5-acee8bac0bd2
Keele University,Biochemistry and Biology,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biochemistry-and-biology
Slovak University of Technology,Biochemistry and Biomedical Technologies,Master,,2.0,1161,"Bratislava, Slovakia",https://www.study.eu/university/slovak-university-of-technology/biochemistry-and-biomedical-technologies
Slovak University of Technology,Biochemistry and Biophysical Chemistry for Pharmaceutical Applications,Bachelor,,3.0,1161,"Bratislava, Slovakia",https://www.study.eu/university/slovak-university-of-technology/biochemistry-and-biophysical-chemistry-for-pharmaceutical-ap
Keele University,Biochemistry and Chemistry,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biochemistry-and-chemistry
Keele University,Biochemistry and Human Biology,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biochemistry-and-human-biology
Keele University,Biochemistry and Medicinal Chemistry,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biochemistry-and-medicinal-chemistry
University of Potsdam,Biochemistry and Molecular Biology,MSc,,,403,"Potsdam, Germany",https://www.study.eu/university/university-of-potsdam/biochemistry-and-molecular-biology
University of Bremen,Biochemistry and Molecular Biology,MSc,,2.0,427,"Bremen, Germany",https://www.study.eu/university/university-of-bremen/medical-biometry-biostatistics
University of Cologne,Biochemistry and Molecular Medicine,MSc,,2.0,N/A,"Cologne, Germany",https://www.study.eu/university/university-of-cologne/biochemistry-10862
Keele University,Biochemistry and Neuroscience,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biochemistry-and-neuroscience
Trinity College Dublin (TCD),Biochemistry: Biological and Biomedical Sciences,BA (Hons),,4.0,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/biochemistry-biological-and-biomedical-sciences
Cardiff University,Biochemistry (including Preliminary Year),BSc (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biochemistry-including-preliminary-year
Cardiff University,Biochemistry (including Year in Professional Training),BSc (Hons),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biochemistry-including-year-in-professional-training
University College Dublin (UCD),Biochemistry & Molecular Biology,BSc (Hons),,4.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/biochemistry-molecular-biology
University of Westminster,Biochemistry with Foundation,BSc (Hons),93916.0,4.0,1060,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/bsc-hons-biochemistry-with-foundation
University of Aberdeen,Biochemistry with Industrial Placement,MSci,128734.0,5.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/biochemistry-with-industrial-placement
Keele University,Biochemistry with Integrated Master's,MSci,,4.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/biochemistry-with-integrated-master-s
Cardiff University,Biochemistry (with Preliminary Year and Professional Training Year),BSc (Hons),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biochemistry-with-preliminary-year-and-professional-training
Cardiff University,Biochemistry with Professional Training Year,M (UG),139740.0,5.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biochemistry-with-professional-training-year
Central Saint Martins,Biodesign,MA,,,N/A,"London, United Kingdom",https://www.study.eu/university/central-saint-martins/biodesign-22401
University of the Arts London,Biodesign,MSc,,2.0,2009,"London, United Kingdom",https://www.study.eu/university/university-of-the-arts-london/biodesign
UIC Barcelona,Biodigital Architecture,Master,,1.0,N/A,"Barcelona, Spain",https://www.study.eu/university/uic-barcelona/biodigital-architecture
Trinity College Dublin (TCD),Biodiversity and Conservation,MSc,,1.0,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/biodiversity-and-conservation-13575
Queen Mary University of London,Biodiversity and Conservation,MSc,,1.0,113,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/msc-biodiversity-and-conservation
University of Southampton,Biodiversity and Conservation,MSc,,,523,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/biodiversity-and-conservation
University of Leeds,Biodiversity and Conservation,MRes,,1.0,84,"Leeds, United Kingdom",https://www.study.eu/university/university-of-leeds/biodiversity-and-conservation-5374
University of Tartu,Biodiversity and Ecological Sustainability,PhD,,,437,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/zoology-and-hydrobiology
University of Cyprus,Biodiversity and Ecology,Master,,,622,"Nicosia, Cyprus",https://www.study.eu/university/university-of-cyprus/master-biodiversity-and-ecology
University of Milan,Biodiversity and Evolutionary Biology,Master,,2.0,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/biodiversity-and-evolutionary-biology
University of Gothenburg,"Biodiversity and Systematics, Nordic",Master,,2.0,144,"Gothenburg, Sweden",https://www.study.eu/university/university-of-gothenburg/biodiversity-and-systematics-nordic
Bournemouth University,Biodiversity Conservation,MSc,18676.0,1.0,748,"Poole, United Kingdom",https://www.study.eu/university/bournemouth-university/biodiversity-conservation
Newcastle University,Biodiversity Conservation and Ecosystem Management,MSc,,1.0,119,"Newcastle upon Tyne, United Kingdom",https://www.study.eu/university/newcastle-university/biodiversity-conservation-and-ecosystem-management
Leipzig University,"Biodiversity, Ecology and Evolution",MSc,,2.0,N/A,"Leipzig, Germany",https://www.study.eu/university/leipzig-university/biodiversity-ecology-and-evolution
Middlesex University London,"Biodiversity, Evolution and Conservation in Action",MSc,20010.0,1.0,873,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/biodiversity-evolution-and-conservation-in-action
University of Porto,"Biodiversity, Genetics and Evolution",Master,,2.0,136,"Porto, Portugal",https://www.study.eu/university/university-of-porto/master-biodiversity-genetics-and-evolution
University of Galway,Biodiversity & Land-Use Planning,MSc,,2.0,565,"Galway, Ireland",https://www.study.eu/university/university-of-galway/biodiversity-land-use-planning
University of Hohenheim,Bioeconomy,MSc,,2.0,767,"Stuttgart, Germany",https://www.study.eu/university/university-of-hohenheim/master-of-science-in-bioeconomy
University College Dublin (UCD),Bioeconomy with Business,MSc,,2.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/bioeconomy-with-business
Ecole Polytechnique Fédérale de Lausanne (EPFL),Bioengieering,MSc,,,101,"Lausanne, Switzerland",https://www.study.eu/university/ecole-polytechnique-federale-de-lausanne-epfl/bioengieering
University of Porto,Bioengineering,Master,,,136,"Porto, Portugal",https://www.study.eu/university/university-of-porto/master-bioengineering-25291
Technical University of Liberec,Bioengineering,Master,,2.0,1971,"Liberec, Czech Republic",https://www.study.eu/university/technical-university-of-liberec/master-bioengineering
Politecnico di Milano,Bioengineering,PhD,,,167,"Milan, Italy",https://www.study.eu/university/politecnico-di-milano/bioengineering-0ecd87fa-916f-4965-bd90-617a130f8f9c
University of Kragujevac,Bioengineering,PhD,,3.0,1538,"Kragujevac, Serbia",https://www.study.eu/university/university-of-kragujevac/phd-bioengineering
University of Trás-os-Montes and Alto Douro,Bioengineering,Bachelor,,3.0,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-bioengineering
Keele University,Bioengineering,Master,,1.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/bioengineering-10567858-abde-46b8-8c9e-1363538a645b
University of Tartu,Bioengineering,Master,13846.0,2.0,437,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/master-bioengineering-11667
ITMO University,Bioengineering and Biotechnical Systems,MSc,,2.0,1034,"Saint Petersburg, Russia + 1 more campus",https://www.study.eu/university/itmo-university/bioengineering-and-biotechnical-systems
Politecnico di Torino,Bioengineering And Medical-Surgical Sciences,PhD,,,325,"Turin, Italy",https://www.study.eu/university/politecnico-di-torino/bioengineering-and-medical-surgical-sciences
Técnico Lisboa,Bioengineering and Nanosystems,Master,,,N/A,"Lisbon, Portugal",https://www.study.eu/university/tecnico-lisboa/master-bioengineering-and-nanosystems
Técnico Lisboa,Bioengineering: Regenerative and Precision Medicine,Master,,,N/A,"Lisbon, Portugal",https://www.study.eu/university/tecnico-lisboa/master-bioengineering-regenerative-and-precision-medicine
Karolinska Institutet,Bioentrepreneurship,Master,,2.0,112,"Solna, Sweden",https://www.study.eu/university/karolinska-institutet/bioentrepreneurship
KU Leuven,Bioethics,AdvM,,1.0,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/advm-bioethics
University of Belgrade,Bioethics,Master,,1.0,392,"Belgrade, Serbia",https://www.study.eu/university/university-of-belgrade/master-bioethics
University of Manchester,Bioethics and Medical Jurisprudence,MPhil,62032.0,3.0,47,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/bioethics-and-medical-jurisprudence
King's College London,Bioethics and Society,MSc,,1.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/bioethics-and-society
University of Milan,Biogeosciences: analysis of ecosystem and science communication,Master,,2.0,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/biogeosciences-analysis-of-ecosystem-and-science-communicati
University of East Anglia,Biography and Creative Non-Fiction,MA,19343.0,1.0,349,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/biography-and-creative-non-fiction
University of Copenhagen (KU),Bioinformatics,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/bioinformatics-3043
KU Leuven,Bioinformatics,MSc,,2.0,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/msc-bioinformatics-10600
Sapienza University of Rome,Bioinformatics,Bachelor,3461.0,3.0,N/A,"Rome, Italy",https://www.study.eu/university/sapienza-university-of-rome/bioinformatics-14650
Lund University,Bioinformatics,Master,,2.0,14312,"Lund, Sweden",https://www.study.eu/university/lund-university/bioinformatics-7329
University of Skövde,Bioinformatics,Master,,1.0,2124,"Skövde, Sweden",https://www.study.eu/university/university-of-skovde/bioinformatics
Saarland University,Bioinformatics,MSc,,,N/A,"Saarbrücken, Germany",https://www.study.eu/university/saarland-university/msc-bioinformatics-27157
Queen Mary University of London,Bioinformatics,MSc,,1.0,113,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/msc-bioinformatics-26852
University of Potsdam,Bioinformatics,MSc,,,403,"Potsdam, Germany",https://www.study.eu/university/university-of-potsdam/bioinformatics-9ddaf6a9-8c1d-4ae0-a8ec-7429805c9249
University of Barcelona,Bioinformatics,Bachelor,,3.0,75,"Barcelona, Spain",https://www.study.eu/university/university-of-barcelona/bioinformatics-c0581845-7928-4104-9a4e-24ba1de0eb99
University of Bologna,Bioinformatics,Master,,2.0,2215,"Bologna, Italy",https://www.study.eu/university/university-of-bologna/bioinformatics-e1881f74-bea6-4d90-81eb-3b38e8d00196
Atlantic Technological University,Bioinformatics,MSc,,1.0,2959,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/msc-bioinformatics-25634
Wageningen University & Research,Bioinformatics,MSc,,,120,"Wageningen, Netherlands",https://www.study.eu/university/wageningen-university-research/bioinformatics-12131
Aarhus University,Bioinformatics,MSc,35309.0,2.0,91,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/msc-bioinformatics
University of Primorska,Bioinformatics,Bachelor,,3.0,2070,"Koper, Slovenia",https://www.study.eu/university/university-of-primorska/bachelor-bioinformatics
Open University of Catalonia,Bioinformatics,PhD,,,N/A,"Barcelona, Spain",https://www.study.eu/university/open-university-of-catalonia/bioinformatics-dcd169b6-e9f9-415f-8c58-5798a69be9c5
Polytechnic University of Catalonia,Bioinformatics,Bachelor,27416.0,3.0,N/A,"Barcelona, Spain",https://www.study.eu/university/polytechnic-university-of-catalonia/bioinformatics-0b50ddb9-3ac6-4fc8-ae26-7819837fe9c6
Autonomous University of Barcelona,Bioinformatics,Master,,,N/A,"Barcelona, Spain",https://www.study.eu/university/autonomous-university-of-barcelona/bioinformatics-9a03e968-c307-488e-8127-052c7729b126
Wrocław University of Science and Technology,Bioinformatics,MA,,,813,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-science-and-technology/bioinformatics-c665969b-b292-4525-9d45-86d90291719c
University College Cork (UCC),Bioinformatics and Computational Biology,MSc,,1.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/bioinformatics-and-computational-biology-510ad1c0-68b2-4a42-bb45-d79363b9af76
Universidad Autónoma de Madrid,Bioinformatics and Computational Biology,Master,,,183,"Madrid, Spain",https://www.study.eu/university/universidad-autonoma-de-madrid/bioinformatics-and-computational-biology
VSB - Technical University of Ostrava,Bioinformatics and Computational Biology,PhD,,4.0,N/A,"Ostrava, Czech Republic",https://www.study.eu/university/vsb-technical-university-of-ostrava/phd-bioinformatics-and-computational-biology
University of Manchester,Bioinformatics and Systems Biology,MSc,26680.0,1.0,47,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/bioinformatics-and-systems-biology-5379
ITMO University,Bioinformatics and Systems Biology,MSc,,2.0,1034,"Saint Petersburg, Russia",https://www.study.eu/university/itmo-university/bioinformatics-and-systems-biology-11641
University College Dublin (UCD),Bioinformatics and Systems Biology,PhD,,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/bioinformatics-and-systems-biology-7d4ddef5-1d31-404c-9149-44d507b1a421
UvA University of Amsterdam,Bioinformatics and Systems Biology,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-bioinformatics-and-systems-biology-28399
Technical University of Denmark (DTU),Bioinformatics and Systems Biology,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/technical-university-of-denmark-dtu/bioinformatics-and-systems-biology
VU Amsterdam,Bioinformatics and Systems Biology,Master,,2.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-bioinformatics-and-systems-biology
University of Milan,Bioinformatics for computational genomics,Master,,2.0,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/bioinformatics-for-computational-genomics
University of Barcelona,Bioinformatics for health sciences,Master,,,75,"Barcelona, Spain",https://www.study.eu/university/university-of-barcelona/bioinformatics-for-health-sciences-1cac7d44-07c9-4e5d-b2d0-444f2955cc0b
Pompeu Fabra University,Bioinformatics for Health Sciences,Master,15554.0,2.0,N/A,"Barcelona, Spain",https://www.study.eu/university/pompeu-fabra-university/bioinformatics-for-health-sciences
"Birkbeck, University of London",Bioinformatics with Systems Biology,MSc,19276.0,1.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/bioinformatics-with-systems-biology-5381
"Birkbeck, University of London",Bioinformatics with Systems Biology,MRes,19276.0,1.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/bioinformatics-with-systems-biology
Karlsruhe Institute of Technology (KIT),BioInterfaces Programme,PhD,,,N/A,"Karlsruhe, Germany",https://www.study.eu/university/karlsruhe-institute-of-technology-kit/phd-biointerfaces-programme
Trinity College Dublin (TCD),Biological and Biomedical Sciences,BA (Hons),,4.0,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/biological-and-biomedical-sciences
University of Dundee,Biological and Biomedical Sciences,BSc (Hons),117128.0,4.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/biological-and-biomedical-sciences-c649b94a-9a3d-41d7-809a-d912a83d8b43
Maynooth University,Biological And Biomedical Sciences,BSc,,,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/biological-and-biomedical-sciences-8e2c8a1a-43da-4a31-97bc-53b8cd50dd4e
University College Dublin (UCD),Biological and Biomolecular Science,MSc,,1.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/biological-and-biomolecular-science
University of Sheffield,Biological and Bioprocess Engineering,MSc,26013.0,1.0,110,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/biological-and-bioprocess-engineering
Aalto University,Biological and Chemical Engineering for a Sustainable Bioeconomy,MSc,,2.0,20663,"Helsinki, Finland",https://www.study.eu/university/aalto-university/msc-biological-and-chemical-engineering-for-a-sustainable-bi
University College Cork (UCC),Biological and Chemical Sciences,BSc (Hons),,4.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/biological-and-chemical-sciences
University of Limerick,Biological and Chemical Sciences (Common Entry),Bachelor,,4.0,548,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/biological-and-chemical-sciences-common-entry
Maynooth University,Biological And Geographical Sciences,BSc,,,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/biological-and-geographical-sciences
Bournemouth University,Biological Anthropology,MSc,19343.0,1.0,748,"Poole, United Kingdom",https://www.study.eu/university/bournemouth-university/biological-anthropology
University of Barcelona,Biological Anthropology,Master,,,75,"Barcelona, Spain",https://www.study.eu/university/university-of-barcelona/biological-anthropology-b34f9c49-f032-451d-bcd6-18d4f81a2565
Johannes Kepler University Linz,Biological Chemistry,BSc,,3.0,653,"Linz, Austria",https://www.study.eu/university/johannes-kepler-university-linz/biological-chemistry-ddp
University of Manchester,Biological Chemistry,MPhil,30682.0,1.0,47,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/biological-chemistry-5447
University of Stavanger,Biological Chemistry,MSc,,2.0,804,"Stavanger, Norway",https://www.study.eu/university/university-of-stavanger/msc-biological-chemistry
University of Dundee,Biological Chemistry and Drug Discovery,BSc (Hons),117128.0,3.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/biological-chemistry-and-drug-discovery
University of Dundee,Biological Data Science,MSc,146410.0,1.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-biological-data-science
University College Cork (UCC),"Biological, Earth and Environmental Sciences",BSc (Hons),,4.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/biological-earth-and-environmental-sciences
Técnico Lisboa,Biological Engineering,Master,,,N/A,"Lisbon, Portugal",https://www.study.eu/university/tecnico-lisboa/master-biological-engineering
University College Dublin (UCD),Biological & Environmental Science,MSc,,1.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/biological-environmental-science
University College Dublin (UCD),Biological & Environmental Science,PhD,,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/biological-environmental-science-bc19b24e-f9e9-40f0-be55-8e9e86220802
University of Ioannina,Biological Inorganic Chemistry,PgDip,,1.5,702,"Ioannina, Greece",https://www.study.eu/university/university-of-ioannina/pgdip-biological-inorganic-chemistry
FAU Erlangen-Nürnberg,Biological Membranes,PhD,,3.0,N/A,"Erlangen, Germany",https://www.study.eu/university/fau-erlangen-nurnberg/phd-biological-membranes
Kiel University,Biological Oceanography,MSc,,2.0,627,"Kiel, Germany",https://www.study.eu/university/kiel-university/master-of-science-in-biological-oceanography
Newcastle University,Biological Sciences,MPhil,,1.0,119,"Newcastle upon Tyne, United Kingdom",https://www.study.eu/university/newcastle-university/biological-sciences-5384
University of Cologne,Biological Sciences,MSc,,,N/A,"Cologne, Germany",https://www.study.eu/university/university-of-cologne/biological-sciences-10863
Munster Technological University,Biological Sciences,PhD,,,2756,"Cork, Ireland",https://www.study.eu/university/munster-technological-university/biological-sciences-e9c2795e-7746-4387-b39f-66970b66ba4d
University of Essex,Biological Sciences,PhD,90247.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/phd-biological-sciences-29290
"Royal Holloway, University of London",Biological Sciences,MSc,22411.0,1.0,1613,"Egham, United Kingdom",https://www.study.eu/university/royal-holloway-university-of-london/biological-sciences
University of Huddersfield,Biological Sciences,MA,,1.0,727,"Huddersfield, United Kingdom",https://www.study.eu/university/university-of-huddersfield/biological-sciences-5389
University of Essex,Biological Sciences,BSc,92849.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/biological-sciences-f3cd9959-3796-411b-8039-a673d541e3fa
University of Edinburgh,Biological Sciences,BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-98d36795-1e70-42c4-a2bc-5336b396a398
Cardiff University,Biological Sciences,BSc (Hons),83844.0,3.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-978db3a8-8370-442e-8824-b02189366485
University of Nicosia,Biological Sciences,PhD,,3.0,1192,"Nicosia, Cyprus",https://www.study.eu/university/university-of-nicosia/phd-biological-sciences
University of Dundee,Biological Sciences,BSc (Hons),87846.0,3.0,420,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/biological-sciences-581075c0-c281-4e16-b0ec-384cd95dfee2
University of Portsmouth,Biological Sciences,PhD,42022.0,3.0,438,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/biological-sciences-5392
University of Portsmouth,Biological Sciences,MPhil,28014.0,2.0,438,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/biological-sciences-5391
University of Westminster,Biological Sciences,BSc (Hons),70437.0,3.0,1060,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/bsc-hons-biological-sciences
University of Exeter,Biological Sciences,MSc,24679.0,1.0,109,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/biological-sciences-5388
UvA University of Amsterdam,Biological Sciences,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences
Cardiff University,Biological Sciences,M (UG),111792.0,4.0,162,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/biological-sciences-510801b2-5792-47aa-9024-9e2de1eea5da
University of Essex,Biological Sciences,MSc,30082.0,1.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/msc-biological-sciences
University of Liverpool,Biological Sciences (Biochemistry),MPhil,,2.0,158,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/biological-sciences-biochemistry
University of Edinburgh,Biological Sciences (Biochemistry),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-biochemistry-fd10c26d-69fd-4d81-b606-52f2f0bc52f1
University of Edinburgh,Biological Sciences (Biotechnology),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-biotechnology
University of Edinburgh,Biological Sciences (Cell Biology),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-cell-biology
University of Edinburgh,"Biological Sciences (Developmental, Regeneration and Stem Cells)",BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-developmental-regeneration-and-stem-cell
University of Edinburgh,Biological Sciences (Ecology),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-ecology
UvA University of Amsterdam,Biological Sciences: Ecology and Evolution,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-ecology-and-evolution
University of Edinburgh,Biological Sciences (Evolutionary Biology),BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/biological-sciences-evolutionary-biology
University of Liverpool,"Biological Sciences (Evolution, Ecology and Behaviour)",PhD,,3.0,158,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/biological-sciences-evolution-ecology-and-behaviour
UvA University of Amsterdam,Biological Sciences: Evolution of Behaviour and Mind,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-evolution-of-behaviour-and-mind
UvA University of Amsterdam,Biological Sciences: Freshwater & Marine Biology,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-freshwater-marine-biology
University of Liverpool,Biological Sciences (Functional and Comparative Genomics),MPhil,,2.0,158,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/biological-sciences-functional-and-comparative-genomics
UvA University of Amsterdam,Biological Sciences: General Biology,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-biological-sciences-general-biology
